"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.774693307E2,5.828899860E0,6.345799923E0,-5.013400078E0
2.774793307E2,6.074800014E0,6.852900028E0,-5.321099758E0
2.774893307E2,8.260899544E0,7.327499866E0,-5.617899895E0
2.774993307E2,9.408299446E0,7.338699818E0,-6.250499725E0
2.775093307E2,9.599299431E0,7.681599617E0,-6.201499939E0
2.775193307E2,8.758899689E0,7.664299965E0,-5.690899849E0
2.775293307E2,8.069399834E0,7.629399776E0,-5.345900059E0
2.775393307E2,7.627999783E0,7.588299751E0,-5.192499638E0
2.775493307E2,7.139400005E0,6.905799866E0,-4.116199970E0
2.775593307E2,6.174299717E0,5.533799648E0,-2.039999962E0
2.775693307E2,3.422299862E0,3.136399984E0,1.339499950E0
2.775793307E2,-8.234999776E-1,-6.656999588E-1,5.573100090E0
2.775893307E2,-6.948999882E0,-5.100699902E0,9.847199440E0
2.775993307E2,-1.190919971E1,-9.168700218E0,9.735499382E0
2.776093307E2,-1.219159985E1,-1.193190002E1,6.312699795E0
2.776193307E2,-7.913699627E0,-1.173939991E1,6.210199833E0
2.776293307E2,-4.529099941E0,-9.391699791E0,5.960000038E0
2.776393307E2,-1.795499921E0,-5.766299725E0,5.461800098E0
2.776493307E2,8.940999508E-1,-2.417399883E0,4.918600082E0
2.776593307E2,3.181799889E0,8.899999857E-1,2.941599846E0
2.776693307E2,5.279999733E0,3.625499964E0,-8.238999844E-1
2.776793307E2,6.453499794E0,4.248199940E0,-2.375099897E0
2.776893307E2,8.494400024E0,2.037799835E0,-3.525599957E0
2.776993307E2,1.093989944E1,-1.826599956E0,-3.980299950E0
2.777093307E2,1.166959953E1,-5.851199627E0,-1.278399944E0
2.777193307E2,6.886999607E0,-1.022299957E1,2.652499914E0
2.777293307E2,-2.081599951E0,-1.482969952E1,8.171799660E0
2.777393307E2,-8.947400093E0,-2.009869957E1,1.344839954E1
2.777493307E2,-4.266599655E0,-1.446140003E1,6.785699844E0
2.777593307E2,6.676899910E0,-3.735999823E0,-3.383699894E0
2.777693307E2,1.421869946E1,4.866499901E0,-1.263079929E1
2.777793307E2,1.663299942E1,8.693599701E0,-1.260429955E1
2.777893307E2,1.526900005E1,8.615799904E0,-9.048999786E0
2.777993307E2,1.415709972E1,7.907399654E0,-5.592199802E0
2.778093307E2,1.343779945E1,6.996999741E0,-4.049399853E0
2.778193307E2,1.238229942E1,5.486799717E0,-3.885799885E0
2.778293307E2,1.021049976E1,2.840999842E0,-4.369800091E0
2.778393307E2,8.049599648E0,-9.663999677E-1,-5.436800003E0
2.778493307E2,5.093400002E0,-6.059599876E0,-6.586199760E0
2.778593307E2,2.108599901E0,-9.956999779E0,-5.742399693E0
2.778693307E2,-7.719999552E-2,-1.022809982E1,-4.680900097E0
2.778793307E2,-1.263099909E0,-7.969399929E0,-4.194600105E0
2.778893307E2,-9.249999523E-1,-4.827799797E0,-4.221399784E0
2.778993307E2,-1.152400017E0,-2.154700041E0,-3.453999996E0
2.779093307E2,-8.687999845E-1,-7.479999959E-2,-2.367899895E0
2.779193307E2,-4.555999935E-1,1.727299929E0,-8.545999527E-1
2.779293307E2,3.599999938E-3,3.590699911E0,1.824399948E0
2.779393307E2,-4.704999924E-1,4.205299854E0,4.549999714E0
2.779493307E2,-8.748999834E-1,4.050799847E0,4.330800056E0
2.779593307E2,-6.628999710E-1,3.451699972E0,1.825199962E0
2.779693307E2,-2.047999948E-1,2.791599989E0,-6.609999537E-1
2.779793322E2,-1.193000004E-1,2.622200012E0,-3.938299894E0
2.779893307E2,-6.159999967E-2,2.224200010E0,-5.318899632E0
2.779993307E2,6.570000052E-1,2.106199980E0,-4.062900066E0
2.780093307E2,1.899399996E0,1.752900004E0,-1.546199918E0
2.780193307E2,2.627399921E0,1.625399947E0,1.547500014E0
2.780293307E2,3.383999825E0,1.361599922E0,4.447099686E0
2.780393307E2,3.949299812E0,1.552500010E0,5.476399899E0
2.780493307E2,4.764499664E0,1.928200006E0,4.621799946E0
2.780593307E2,5.939599991E0,1.922199965E0,3.861899853E0
2.780693307E2,5.004199982E0,1.375699997E0,2.952399969E0
2.780793307E2,3.530299902E0,-1.035400033E0,3.465299845E0
2.780893307E2,7.272999883E-1,-2.595899820E0,5.907399654E0
2.780993307E2,-2.100999832E0,-2.682600021E0,6.345499992E0
2.781093307E2,-3.265599966E0,-2.676699877E0,4.321799755E0
2.781193307E2,-3.942899942E0,-3.320199966E0,3.304800034E0
2.781293307E2,-4.949299812E0,-4.175699711E0,3.029500008E0
2.781393307E2,-6.185800076E0,-4.248099804E0,2.302799940E0
2.781493307E2,-7.041499615E0,-3.593299866E0,1.310299993E0
2.781593307E2,-7.120499611E0,-2.962699890E0,9.395999908E-1
2.781693307E2,-6.718199730E0,-2.944000006E0,1.367399931E0
2.781793307E2,-5.954400063E0,-2.951200008E0,4.156899929E0
2.781893307E2,-4.770400047E0,-3.161499977E0,8.911700249E0
2.781993307E2,-3.311499834E0,-3.689099789E0,9.739799500E0
2.782093307E2,-2.758399963E0,-3.956599951E0,3.162099838E0
2.782193307E2,-3.373199940E0,-5.012599945E0,-4.323000014E-1
2.782293307E2,-3.780399799E0,-6.778100014E0,2.706499815E0
2.782393307E2,-3.887699842E0,-8.008399963E0,8.839499474E0
2.782493307E2,-3.456199884E0,-8.812799454E0,1.212220001E1
2.782593307E2,-2.018100023E0,-8.811100006E0,6.268499851E0
2.782693307E2,-8.793999553E-1,-7.213399887E0,-1.955899954E0
2.782793307E2,7.285000086E-1,-5.097699642E0,-5.850599766E0
2.782893307E2,2.188999891E0,-4.275000095E0,-6.185199738E0
2.782993307E2,3.138599873E0,-4.965300083E0,-5.408899784E0
2.783093307E2,5.017999649E0,-5.726199627E0,-4.165999889E0
2.783193307E2,7.001499653E0,-5.988599777E0,-2.690500021E0
2.783293307E2,7.125499725E0,-5.611999989E0,-8.707000017E-1
2.783393307E2,6.005599976E0,-4.554299831E0,6.881999969E-1
2.783493307E2,5.519799709E0,-3.551199913E0,1.256799936E0
2.783593307E2,6.278399944E0,-3.263599873E0,1.156899929E0
2.783693307E2,6.611000061E0,-3.707099915E0,1.310999990E0
2.783793307E2,7.119299889E0,-4.501399994E0,-1.401999891E-1
2.783893307E2,7.539299965E0,-5.574999809E0,-2.595799923E0
2.783993307E2,7.558300018E0,-6.307199955E0,-3.451599836E0
2.784093307E2,7.811399937E0,-4.913799763E0,-4.591099739E0
2.784193307E2,1.026630020E1,-3.367799997E0,-1.446849918E1
2.784293307E2,1.762599945E0,-4.346899986E0,-1.360939980E1
2.784393307E2,-5.271800041E0,-3.371899843E0,4.954699993E0
2.784493307E2,-1.407899976E0,3.657999933E-1,4.907000065E0
2.784593307E2,3.149799824E0,3.180199862E0,-1.142599940E0
2.784693307E2,5.155399799E0,4.593499660E0,-3.596099854E0
2.784793307E2,4.965300083E0,5.705599785E0,-3.653399944E0
2.784893307E2,4.573299885E0,7.131599903E0,-3.835500002E0
2.784993307E2,4.730599880E0,8.583600044E0,-4.760900021E0
2.785093307E2,5.116799831E0,9.312699318E0,-5.641699791E0
2.785193307E2,5.144000053E0,9.856900215E0,-6.289199829E0
2.785293307E2,5.319599628E0,1.048419952E1,-6.419899940E0
2.785393307E2,6.085399628E0,1.159599972E1,-6.088500023E0
2.785493307E2,6.530299664E0,1.233279991E1,-6.125699997E0
2.785593307E2,6.946300030E0,1.226419926E1,-6.062200069E0
2.785693307E2,5.845799923E0,1.141199970E1,-5.721799850E0
2.785793307E2,4.514899731E0,9.715700150E0,-4.942100048E0
2.785893307E2,3.999599934E0,7.872799873E0,-3.860199928E0
2.785993307E2,3.491400003E0,6.041100025E0,-2.509599924E0
2.786093307E2,2.341500044E0,4.080500126E0,-2.694999874E-1
2.786193307E2,-5.249999836E-2,5.870000124E-1,3.951399803E0
2.786293307E2,-5.371799946E0,-4.974999905E0,8.865399361E0
2.786393307E2,-1.125329971E1,-1.151559925E1,1.175889969E1
2.786493307E2,-1.122499943E1,-1.882269859E1,1.038189983E1
2.786593307E2,-6.078099728E0,-2.147879982E1,6.681699753E0
2.786693307E2,-2.581599951E0,-1.545659924E1,5.271999836E0
2.786793307E2,-7.803999782E-1,-6.862699986E0,4.038199902E0
2.786893307E2,2.286299944E0,-3.213999867E-1,3.204599857E0
2.786993307E2,4.496999741E0,4.286799908E0,8.623999953E-1
2.787093307E2,5.402199745E0,7.189499855E0,-1.793599963E0
2.787193307E2,5.767099857E0,8.097599983E0,-1.961999893E0
2.787293307E2,7.761799812E0,5.471799850E0,-2.791199923E0
2.787393307E2,1.148239994E1,1.950799942E0,-4.552199841E0
2.787493307E2,1.502530003E1,-2.803299904E0,-1.686599970E0
2.787593307E2,1.098649979E1,-1.121010017E1,5.427599907E0
2.787693307E2,-5.938999653E-1,-2.280150032E1,1.410079956E1
2.787793307E2,-4.860199928E0,-2.673180008E1,1.151159954E1
2.787893307E2,6.299999714E0,-9.394899368E0,-1.145909977E1
2.787993307E2,8.662199974E0,4.296700001E0,-1.851370049E1
2.788093307E2,1.059630013E1,8.767000198E0,-1.296969986E1
2.788193307E2,1.206979942E1,8.815199852E0,-6.845499992E0
2.788293307E2,1.209140015E1,7.875000000E0,-4.727399826E0
2.788393307E2,1.246749973E1,7.015999794E0,-4.212599754E0
2.788493307E2,1.201690006E1,5.505599976E0,-4.331200123E0
2.788593307E2,1.042529964E1,3.141599894E0,-5.533799648E0
2.788693307E2,8.904999733E0,1.640999913E-1,-6.835599899E0
2.788793307E2,7.338999748E0,-3.279999971E0,-7.279899597E0
2.788893307E2,4.894399643E0,-6.209599972E0,-6.699899673E0
2.788993307E2,2.547499895E0,-8.199999809E0,-5.619499683E0
2.789093307E2,4.190999866E-1,-8.970899582E0,-5.454999924E0
2.789193307E2,-1.115100026E0,-7.536900043E0,-5.632299900E0
2.789293307E2,-1.577399969E0,-5.070899963E0,-4.891599655E0
2.789393307E2,-1.836899996E0,-2.381899834E0,-2.609299898E0
2.789493307E2,-1.800599933E0,-2.839999795E-1,6.879000068E-1
2.789593307E2,-1.231499910E0,1.472000003E0,3.683099985E0
2.789693307E2,-6.498999596E-1,2.253000021E0,5.554699898E0
2.789793307E2,-1.700399995E0,2.401799917E0,4.847799778E0
2.789893307E2,-2.066400051E0,2.449800014E0,2.994899988E0
2.789993307E2,-8.409000039E-1,2.700999975E0,8.586999774E-1
2.790093307E2,2.506999969E-1,2.617599964E0,-1.035599947E0
2.790193307E2,9.174000025E-1,2.582799911E0,-2.601999998E0
2.790293307E2,8.963999748E-1,2.430899858E0,-2.986199856E0
2.790393307E2,1.181499958E0,2.109400034E0,-2.118000031E0
2.790493307E2,1.274299979E0,1.950999975E0,-4.943999946E-1
2.790593307E2,1.478799939E0,1.365700006E0,1.383299947E0
2.790693307E2,1.993799925E0,1.094499946E0,3.918099880E0
2.790793307E2,1.911099911E0,1.704899907E0,5.545099735E0
2.790893307E2,1.674799919E0,2.348199844E0,5.381000042E0
2.790993307E2,1.251699924E0,2.101399899E0,4.330699921E0
2.791093307E2,1.298200011E0,1.057399988E0,4.194200039E0
2.791193307E2,1.072000027E0,-9.512999654E-1,4.070300102E0
2.791293307E2,3.941999972E-1,-2.247699976E0,3.690699816E0
2.791393307E2,-5.328999758E-1,-2.418799877E0,3.202399969E0
2.791493307E2,-1.585999966E0,-2.602099895E0,3.273699999E0
2.791593307E2,-2.281100035E0,-3.031599998E0,3.833099842E0
2.791693307E2,-3.493999958E0,-3.480000019E0,3.736500025E0
2.791793307E2,-4.458600044E0,-3.038499832E0,2.730199814E0
2.791893307E2,-5.831599712E0,-2.993499994E0,1.665799975E0
2.791993307E2,-6.271999836E0,-3.109999895E0,1.392899990E0
2.792093307E2,-5.884699821E0,-3.194599867E0,2.483599901E0
2.792193307E2,-4.854199886E0,-2.777400017E0,5.634699821E0
2.792293307E2,-3.718499899E0,-2.093699932E0,6.914000034E0
2.792393307E2,-2.940299988E0,-2.262399912E0,3.473099947E0
2.792493307E2,-2.380300045E0,-3.527699947E0,-2.132999897E-1
2.792593307E2,-2.817999840E0,-6.230899811E0,7.396000028E-1
2.792693307E2,-3.911199808E0,-7.876299858E0,4.827699661E0
2.792793307E2,-2.831199884E0,-8.079199791E0,1.051349926E1
2.792893307E2,-4.065999985E-1,-8.326999664E0,1.219149971E1
2.792993307E2,1.551199913E0,-6.891999722E0,5.618700027E0
2.793093307E2,2.740799904E0,-4.511899948E0,-1.537999988E0
2.793193307E2,4.264999866E0,-3.442099810E0,-4.703599930E0
2.793293307E2,4.987999916E0,-3.969199896E0,-6.452199936E0
2.793393307E2,5.767399788E0,-4.282700062E0,-7.123699665E0
2.793493307E2,6.204400063E0,-3.919499874E0,-6.548399925E0
2.793593307E2,4.420099735E0,-3.366499901E0,-5.032999992E0
2.793693307E2,2.516099930E0,-2.836400032E0,-2.453199863E0
2.793793307E2,1.212099910E0,-2.779700041E0,3.601999879E-1
2.793893307E2,3.734999895E-1,-3.362999916E0,3.018899918E0
2.793993307E2,1.237399936E0,-4.019599915E0,3.062500000E0
2.794093307E2,3.962599993E0,-4.260900021E0,6.520000100E-1
2.794193307E2,4.956899643E0,-5.115499973E0,-1.199999928E0
2.794293307E2,4.165400028E0,-5.908699989E0,-2.179600000E0
2.794393307E2,3.966699839E0,-5.463399887E0,-3.115799904E0
2.794493307E2,4.506299973E0,-3.956899881E0,-4.202099800E0
2.794593307E2,4.393899918E0,-2.677000046E0,-6.785299778E0
2.794693307E2,2.771499872E0,-1.370100021E0,-9.663599968E0
2.794793307E2,2.672600031E0,4.087999761E-1,-5.642199993E0
2.794893307E2,3.400099993E0,1.357999921E0,-3.854999840E-1
2.794993307E2,3.275199890E0,2.411399841E0,3.932999969E-1
2.795093307E2,2.879299879E0,3.391799927E0,-1.316599965E0
2.795193307E2,3.242300034E0,4.415800095E0,-3.001999855E0
2.795293307E2,3.627399921E0,5.317899704E0,-4.430299759E0
2.795393307E2,3.628700018E0,5.954599857E0,-5.488399982E0
2.795493307E2,4.773600101E0,6.341899872E0,-5.679899693E0
2.795593307E2,5.502299786E0,6.478899956E0,-5.815299988E0
2.795693307E2,6.173299789E0,6.791100025E0,-5.408199787E0
2.795793307E2,7.876799583E0,6.918900013E0,-5.928299904E0
2.795893307E2,9.080100060E0,7.306999683E0,-5.848999977E0
2.795993307E2,1.007950020E1,7.656199932E0,-5.096299648E0
2.796093307E2,9.185099602E0,7.704799652E0,-4.549999714E0
2.796193307E2,8.060299873E0,7.559199810E0,-4.298399925E0
2.796293307E2,7.210999966E0,7.325699806E0,-4.389800072E0
2.796393307E2,5.870800018E0,6.664199829E0,-3.844499826E0
2.796493307E2,5.244599819E0,5.504999638E0,-2.725299835E0
2.796593307E2,3.839999914E0,3.219099998E0,-1.542000026E-1
2.796693307E2,2.737999856E-1,-4.668999910E-1,4.315299988E0
2.796793307E2,-4.787600040E0,-4.879699707E0,9.506099701E0
2.796893307E2,-8.815699577E0,-9.285799980E0,9.631699562E0
2.796993307E2,-1.030089951E1,-1.267379951E1,6.701799870E0
2.797093307E2,-7.137799740E0,-1.336139965E1,6.309999943E0
2.797193307E2,-4.030999660E0,-1.010459995E1,5.888400078E0
2.797293307E2,-1.972700000E0,-5.332200050E0,4.638700008E0
2.797393307E2,1.113899946E0,-1.361099958E0,3.854799986E0
2.797493307E2,3.032799959E0,1.725399971E0,1.946499944E0
2.797593307E2,4.745399952E0,4.249899864E0,-4.691999853E-1
2.797693307E2,6.944699764E0,4.593599796E0,-1.533299923E0
2.797793307E2,7.722799778E0,1.665699959E0,-6.972000003E-1
2.797893307E2,8.169199944E0,-3.120499849E0,1.973999888E-1
2.797993307E2,7.776399612E0,-8.657099724E0,2.964200020E0
2.798093307E2,5.033400059E0,-1.319639969E1,7.725699902E0
2.798193307E2,-9.828999639E-1,-1.784479904E1,8.071800232E0
2.798293307E2,-3.520200014E0,-1.479979992E1,4.690700054E0
2.798393307E2,1.246299982E0,-5.518599987E0,-2.635599852E0
2.798493307E2,8.405200005E0,3.631699800E0,-1.437500000E1
2.798593307E2,1.297539997E1,7.372999668E0,-1.238189983E1
2.798693307E2,1.329379940E1,7.993700027E0,-6.935599804E0
2.798793307E2,1.241169930E1,7.462499619E0,-5.482999802E0
2.798893307E2,1.236409950E1,6.718299866E0,-5.176499844E0
2.798993307E2,1.277989960E1,5.150199890E0,-4.351099968E0
2.799093307E2,1.227479935E1,3.138999939E0,-3.984799862E0
2.799193307E2,1.168789959E1,5.794999599E-1,-4.440299988E0
2.799293307E2,9.339900017E0,-2.682999849E0,-4.968599796E0
2.799393307E2,5.325500011E0,-5.781499863E0,-4.625599861E0
2.799493307E2,1.243199944E0,-8.236299515E0,-4.470799923E0
2.799593307E2,-1.061999917E0,-8.379499435E0,-4.989900112E0
2.799693307E2,-7.477999926E-1,-5.745500088E0,-5.262899876E0
2.799793338E2,-2.929999866E-2,-3.128899813E0,-5.120599747E0
2.799893307E2,8.209999651E-2,-1.789499998E0,-5.354000092E0
2.799993307E2,-5.415999889E-1,-3.896999955E-1,-5.121500015E0
2.800093307E2,-1.418099999E0,4.833999872E-1,-4.005399704E0
2.800193307E2,-1.497099996E0,1.287099957E0,-1.991099954E0
2.800293307E2,-1.672500014E0,2.106099844E0,1.810999960E-1
2.800393307E2,-2.471099854E0,2.768599987E0,2.646499872E0
2.800493307E2,-3.644799948E0,2.718799829E0,4.280399799E0
2.800593307E2,-4.212500095E0,1.712899923E0,3.490700006E0
2.800693307E2,-3.689399958E0,1.019099951E0,1.677199960E0
2.800793307E2,-1.514099956E0,1.177799940E0,1.739999950E-1
2.800893307E2,3.603000045E-1,1.540699959E0,-6.121000051E-1
2.800993307E2,1.232399940E0,1.724200010E0,-7.944999933E-1
2.801093307E2,2.071099997E0,1.942399979E0,1.576000005E-1
2.801193307E2,3.059399843E0,1.880599976E0,2.242399931E0
2.801293307E2,4.734899998E0,2.010699987E0,4.375699997E0
2.801393307E2,5.623600006E0,1.708199978E0,3.877299786E0
2.801493307E2,5.132299900E0,1.062299967E0,2.039200068E0
2.801593307E2,4.388299942E0,8.359000087E-1,6.678999662E-1
2.801693307E2,4.495399952E0,9.014999866E-1,1.111099958E0
2.801793307E2,3.857599974E0,7.288999557E-1,1.956399918E0
2.801893307E2,2.943699837E0,1.600999981E-1,3.636499882E0
2.801993307E2,1.571499944E0,-9.322999716E-1,6.236599922E0
2.802093307E2,-7.727999687E-1,-2.043200016E0,6.548699856E0
2.802193307E2,-2.969899893E0,-2.942099810E0,4.617799759E0
2.802293307E2,-4.854099751E0,-3.432899952E0,2.313099861E0
2.802393307E2,-6.612599850E0,-3.281999826E0,1.178999990E-1
2.802493307E2,-8.401399612E0,-2.884599924E0,-1.115000010E0
2.802593307E2,-9.347099304E0,-2.516599894E0,1.779000014E-1
2.802693307E2,-8.101799965E0,-3.049799919E0,2.170199871E0
2.802793307E2,-5.634399891E0,-3.554899931E0,3.032999992E0
2.802893307E2,-4.621799946E0,-3.278699875E0,4.764699936E0
2.802993307E2,-5.499700069E0,-2.976799965E0,6.603099823E0
2.803093307E2,-6.822099686E0,-3.734299898E0,4.785799980E0
2.803193307E2,-7.272399902E0,-4.304100037E0,9.579999745E-2
2.803293307E2,-7.653899670E0,-5.251499653E0,2.241999954E-1
2.803393307E2,-7.644399643E0,-7.020899773E0,4.980999947E0
2.803493307E2,-6.384999752E0,-9.615200043E0,8.338099480E0
2.803593307E2,-2.575099945E0,-1.114059925E1,8.059599876E0
2.803693307E2,2.850699902E0,-9.397399902E0,3.925099850E0
2.803793307E2,6.553899765E0,-5.432399750E0,-1.478199959E0
2.803893307E2,6.335399628E0,-2.031199932E0,-4.537300110E0
2.803993307E2,4.620399952E0,-1.696699977E0,-5.301499844E0
2.804093307E2,3.907899857E0,-3.494099855E0,-4.587199688E0
2.804193307E2,3.753399849E0,-4.927499771E0,-2.931200027E0
2.804293307E2,3.306799889E0,-5.751899719E0,-1.668599963E0
2.804393307E2,2.878299952E0,-6.026099682E0,-9.881999493E-1
2.804493307E2,2.722100019E0,-5.730700016E0,-5.030999780E-1
2.804593307E2,2.580999851E0,-5.502500057E0,-5.613999963E-1
2.804693307E2,2.926800013E0,-5.167500019E0,-5.540999770E-1
2.804793338E2,4.709099770E0,-4.735799789E0,3.594000041E-1
2.804893307E2,5.992799759E0,-4.832799911E0,8.226999640E-1
2.804993307E2,6.161099911E0,-5.581799984E0,2.881000042E-1
2.805093307E2,6.329699993E0,-6.341499805E0,-1.617900014E0
2.805193307E2,6.041899681E0,-5.997299671E0,-3.539299965E0
2.805293307E2,5.836099625E0,-4.424299717E0,-4.626899719E0
2.805393307E2,5.042799950E0,-2.526599884E0,-5.891599655E0
2.805493307E2,6.091399670E0,-7.845000029E-1,-1.487399960E1
2.805593307E2,3.523799896E0,7.480999827E-1,-1.711019897E1
2.805693307E2,1.723999977E0,2.654700041E0,-2.211999893E-1
2.805793307E2,1.553299904E0,4.941199780E0,7.514400005E0
2.805893307E2,3.359899998E0,6.199299812E0,1.604999900E0
2.805993307E2,4.619999886E0,6.699100018E0,-3.306599855E0
2.806093307E2,5.394199848E0,7.655399799E0,-5.847599983E0
2.806193307E2,5.671700001E0,8.400400162E0,-6.190000057E0
2.806293307E2,5.926499844E0,8.668600082E0,-6.021199703E0
2.806393307E2,6.216000080E0,8.564799309E0,-6.548299789E0
2.806493307E2,7.398699760E0,8.513999939E0,-6.488899708E0
2.806593307E2,8.609700203E0,8.492599487E0,-6.134500027E0
2.806693307E2,9.347799301E0,8.776700020E0,-5.875400066E0
2.806793307E2,9.620599747E0,9.062299728E0,-5.833399773E0
2.806893307E2,9.414199829E0,8.927800179E0,-6.130300045E0
2.806993307E2,8.083199501E0,8.493199348E0,-6.317199707E0
2.807093307E2,7.100800037E0,7.679599762E0,-5.822299957E0
2.807193307E2,6.023099899E0,6.054800034E0,-4.226399899E0
2.807293307E2,4.144999981E0,3.774899960E0,-6.754999757E-1
2.807393307E2,-1.142999977E-1,-5.975999832E-1,6.687799931E0
2.807493307E2,-7.630300045E0,-8.063199997E0,1.630159950E1
2.807593307E2,-1.703209877E1,-1.755459976E1,1.449300003E1
2.807693307E2,-1.583570004E1,-2.210050011E1,7.566199780E0
2.807793307E2,-8.772699356E0,-1.603590012E1,7.541899681E0
2.807893307E2,-5.355400085E0,-7.783599854E0,6.055999756E0
2.807993307E2,-8.168999553E-1,-2.494699955E0,4.037600040E0
2.808093307E2,3.394399881E0,2.042899847E0,1.704499960E0
2.808193307E2,5.546599865E0,5.135499954E0,-9.689999819E-1
2.808293307E2,7.542399883E0,5.608399868E0,-2.751600027E0
2.808393307E2,8.790299416E0,2.312000036E0,-1.526299953E0
2.808493307E2,8.784399986E0,-3.346699953E0,-8.993999958E-1
2.808593307E2,7.986899853E0,-9.485099792E0,9.289999604E-1
2.808693307E2,4.367399693E0,-1.536529922E1,4.661099911E0
2.808793307E2,-3.181099892E0,-1.978100014E1,8.760700226E0
2.808893307E2,-3.863199949E0,-1.476559925E1,7.920899868E0
2.808993307E2,3.623699903E0,-2.287799835E0,-6.778699875E0
2.809093307E2,1.049409962E1,6.245699883E0,-1.845569992E1
2.809193307E2,1.426069927E1,8.886599541E0,-1.229449940E1
2.809293307E2,1.422509956E1,8.868700027E0,-7.148299694E0
2.809393307E2,1.387729931E1,8.071100235E0,-6.405499935E0
2.809493307E2,1.403369999E1,7.083299637E0,-5.674299717E0
2.809593307E2,1.370109940E1,5.322599888E0,-4.768099785E0
2.809693307E2,1.254529953E1,1.981999993E0,-3.743399858E0
2.809793307E2,1.136520004E1,-2.285799980E0,-4.833399773E0
2.809893307E2,8.433499336E0,-5.760299683E0,-5.404599667E0
2.809993322E2,3.902899981E0,-8.388400078E0,-5.036999702E0
2.810093307E2,1.313000023E-1,-9.506599426E0,-5.506499767E0
2.810193307E2,-1.198699951E0,-7.518399715E0,-6.315700054E0
2.810293307E2,-1.159899950E0,-4.887599945E0,-6.237299919E0
2.810393307E2,-1.359300017E0,-2.762099981E0,-5.483999729E0
2.810493307E2,-1.513700008E0,-1.107100010E0,-3.551299810E0
2.810593307E2,-8.439999819E-1,3.710999787E-1,-1.182799935E0
2.810693307E2,-2.140999883E-1,1.749499917E0,6.373999715E-1
2.810793307E2,-3.814999759E-1,2.722199917E0,1.883099914E0
2.810893307E2,-1.026399970E0,3.287499905E0,2.450799942E0
2.810993307E2,-1.427099943E0,3.571699858E0,2.578099966E0
2.811093307E2,-1.487399936E0,3.183599949E0,1.608500004E0
2.811193307E2,-1.747900009E0,2.527400017E0,-1.724099994E0
2.811293307E2,-1.967799902E0,1.801800013E0,-4.661799908E0
2.811393307E2,-1.222000003E0,1.506099939E0,-6.097599983E0
2.811493307E2,-9.654999971E-1,1.511600018E0,-5.826299667E0
2.811593307E2,-5.090000033E-1,1.816299915E0,-4.511699677E0
2.811693307E2,4.117999971E-1,1.915499926E0,-1.615499973E0
2.811793307E2,1.940099955E0,1.392099977E0,2.179699898E0
2.811893307E2,3.283099890E0,4.348999858E-1,5.760099888E0
2.811993307E2,4.136499882E0,8.338999748E-1,6.941899776E0
2.812093307E2,4.911900043E0,1.007799983E0,4.471099854E0
2.812193307E2,4.656300068E0,-3.199999919E-3,2.384199858E0
2.812293307E2,4.172800064E0,-1.330600023E0,1.678200006E0
2.812393307E2,2.308399916E0,-2.136600018E0,3.962999821E0
2.812493307E2,1.885999888E-1,-2.145400047E0,7.443299770E0
2.812593307E2,-1.273999929E0,-2.310099840E0,9.196599960E0
2.812693307E2,-2.751199961E0,-2.892799854E0,8.031599998E0
2.812793307E2,-3.585899830E0,-3.166899920E0,4.453000069E0
2.812893307E2,-4.560499668E0,-3.023299932E0,1.304799914E0
2.812993307E2,-6.850399971E0,-2.728699923E0,-6.791999936E-1
2.813093307E2,-9.005599976E0,-2.158599854E0,-1.771999896E-1
2.813193307E2,-1.006999969E1,-2.471499920E0,1.246599913E0
2.813293307E2,-9.152799606E0,-4.132800102E0,1.159999967E-1
2.813393307E2,-6.935199738E0,-4.720900059E0,1.599999960E-3
2.813493307E2,-5.983299732E0,-4.275399685E0,2.407999992E0
2.813593307E2,-7.797799587E0,-4.265199661E0,3.943899870E0
2.813693307E2,-8.982799530E0,-4.966000080E0,4.662399769E0
2.813793307E2,-8.553299904E0,-5.407399654E0,5.707099915E0
2.813893307E2,-6.577600002E0,-6.650199890E0,8.854899406E0
2.813993307E2,-3.644799948E0,-8.303099632E0,8.355899811E0
2.814093307E2,-1.938999891E-1,-9.044400215E0,4.763799667E0
2.814193307E2,3.431200027E0,-8.879099846E0,3.746699810E0
2.814293307E2,6.278599739E0,-7.261600018E0,2.592700005E0
2.814393307E2,7.308599949E0,-4.685999870E0,-1.073400021E0
2.814493307E2,6.339499950E0,-3.082000017E0,-4.592599869E0
2.814593307E2,5.846799850E0,-3.655799866E0,-5.465300083E0
2.814693307E2,5.609099865E0,-4.749899864E0,-5.254199982E0
2.814793307E2,4.701900005E0,-5.905900002E0,-4.174399853E0
2.814893307E2,4.110899925E0,-6.453299999E0,-2.447799921E0
2.814993307E2,3.847699881E0,-6.147999763E0,-9.741999507E-1
2.815093307E2,4.063199997E0,-5.125099659E0,-3.709999919E-1
2.815193307E2,4.211199760E0,-4.180500031E0,-1.463999897E-1
2.815293307E2,4.659199715E0,-3.439100027E0,8.236999512E-1
2.815393307E2,4.526000023E0,-3.421199799E0,1.201799989E0
2.815493307E2,4.243400097E0,-3.625699997E0,-1.825999916E-1
2.815593307E2,4.902299881E0,-3.603299856E0,-2.322099924E0
2.815693307E2,5.615200043E0,-3.377899885E0,-4.365499973E0
2.815793307E2,4.957599640E0,-3.554299831E0,-7.033099651E0
